,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
226,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,,,jefferson,2053258100.0,,,yes,,hf-1,,,,al_hf-1
227,10018.0,callahan eye foundation hospital,,,,,al,,,2053258100.0,acute care hospitals,,,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,,
228,10018.0,,,,,birmingham,al,,jefferson,2053258100.0,,voluntary non-profit - private,yes,heart failure,hf-3,,,,al_hf-3
229,10018.0,,,,,birmingham,al,,jefferson,2053258100.0,acute care hospitals,,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,,al_hf-4
230,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,,,2053258100.0,,voluntary non-profit - private,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,,,al_pn-2
231,,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-3b,,,,
232,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,,pn-4,,,,al_pn-4
233,10018.0,callahan eye foundation hospital,,,,birmingham,,,jefferson,2053258100.0,acute care hospitals,,yes,pneumonia,,,,,al_pn-5c
234,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,,,voluntary non-profit - private,,pneumonia,,,,,al_pn-6
235,,,1108 ross clark circle,,,,al,,,3347938701.0,acute care hospitals,,yes,pneumonia,pn-3b,,,125 patients,al_pn-3b
236,,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233.0,jefferson,2053258100.0,acute care hospitals,,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,,,al_pn-7
237,,,,,,,al,,calhoun,,,,,children s asthma care,cac-2,,100%,9 patients,al_cac-2
238,,,301 east 18th st,,,,al,,calhoun,,acute care hospitals,,yes,children s asthma care,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,33%,,
239,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,,,acute care hospitals,proprietary,yes,,ami-1,,98%,81 patients,al_ami-1
240,10038.0,stringfellow memorial hospital,,,,,,,calhoun,,,proprietary,,heart attack,,,96%,73 patients,al_ami-2
241,,stringfellow memorial hospital,301 east 18th st,,,,al,,calhoun,,acute care hospitals,proprietary,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,14 patients,al_ami-3
242,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,proprietary,yes,,ami-4,,,29 patients,al_ami-4
243,10038.0,stringfellow memorial hospital,,,,,al,,,2562358900.0,acute care hospitals,proprietary,,,ami-5,heart attack patients given beta blocker at discharge,93%,67 patients,
244,,stringfellow memorial hospital,,,,anniston,al,,calhoun,2562358900.0,,proprietary,,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,al_ami-7a
245,10038.0,,,,,anniston,al,,,2562358900.0,,,yes,heart attack,,heart attack patients given pci within 90 minutes of arrival,,15 patients,al_ami-8a
246,,,,,,dothan,,,,,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,,,al_pn-4
247,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,proprietary,yes,heart failure,hf-1,,87%,142 patients,al_hf-1
248,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,,yes,heart failure,hf-2,,,157 patients,
249,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,,,2562358900.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,49 patients,
250,10038.0,stringfellow memorial hospital,,,,,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,,,hf-4,,100%,41 patients,
251,10038.0,,301 east 18th st,,,,al,36201.0,calhoun,,,,yes,,,pneumonia patients assessed and given pneumococcal vaccination,,,al_pn-2
252,10038.0,stringfellow memorial hospital,301 east 18th st,,,,al,36201.0,calhoun,,,proprietary,yes,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,102 patients,al_pn-3b
253,,,301 east 18th st,,,,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,83 patients,al_pn-4
254,10038.0,stringfellow memorial hospital,,,,,al,,calhoun,2562358900.0,acute care hospitals,proprietary,,pneumonia,,,,145 patients,al_pn-5c
255,10038.0,,301 east 18th st,,,anniston,al,,calhoun,2562358900.0,acute care hospitals,,yes,pneumonia,,pneumonia patients given the most appropriate initial antibiotic(s),92%,99 patients,al_pn-6
256,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,,,acute care hospitals,,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,87 patients,
257,,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,,3347938701.0,acute care hospitals,government - hospital district or authority,,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,,
258,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,,36201.0,calhoun,,,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,,al_scip-card-2
259,10055.0,flowers hospital,,,,dothan,al,36305.0,,3347935000.0,acute care hospitals,proprietary,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,342 patients,al_hf-2
260,10055.0,flowers hospital,4370 west main street,,,dothan,,36305.0,,3347935000.0,acute care hospitals,proprietary,yes,,hf-3,,,,
261,10055.0,,,,,dothan,al,36305.0,,3347935000.0,acute care hospitals,proprietary,,,,,100%,,al_hf-4
262,10055.0,,4370 west main street,,,dothan,al,36305.0,,3347935000.0,,proprietary,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,100%,166 patients,al_pn-2
263,10055.0,,,,,dothan,al,36305.0,houston,,acute care hospitals,proprietary,yes,,pn-3b,,,,al_pn-3b
264,10055.0,,4370 west main street,,,,al,,houston,3347935000.0,acute care hospitals,proprietary,,pneumonia,pn-4,,100%,77 patients,al_pn-4
265,10055.0,,4370 west main street,,,,al,36305.0,houston,3347935000.0,,proprietary,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,,
266,,flowers hospital,4370 west main street,,,,,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,,pneumonia patients given the most appropriate initial antibiotic(s),99%,,
267,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,,,proprietary,,pneumonia,,pneumonia patients assessed and given influenza vaccination,99%,128 patients,
268,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,houston,,acute care hospitals,government - hospital district or authority,yes,,pn-6,,80%,147 patients,
269,10055.0,,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,,proprietary,,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,147 patients,
270,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,,acute care hospitals,,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,950 patients,al_scip-inf-1
271,10055.0,flowers hospital,4370 west main street,,,,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,,scip-inf-2,,100%,,al_scip-inf-2
272,10055.0,flowers hospital,,,,dothan,,36305.0,,3347935000.0,,proprietary,yes,,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99%,882 patients,al_scip-inf-3
273,10055.0,flowers hospital,4370 west main street,,,,al,36305.0,,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,,,98%,165 patients,
274,10055.0,flowers hospital,,,,dothan,al,36305.0,houston,,,proprietary,yes,,scip-inf-6,,,1295 patients,al_scip-inf-6
275,10055.0,flowers hospital,,,,,al,36305.0,,3347935000.0,,proprietary,,surgical infection prevention,scip-vte-1,,,497 patients,al_scip-vte-1
276,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,497 patients,al_scip-vte-2
277,10056.0,st vincents hospital,810 st vincents drive,,,birmingham,,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,,ami-1,heart attack patients given aspirin at arrival,97%,,al_ami-1
278,10056.0,st vincents hospital,,,,,,35205.0,jefferson,,,voluntary non-profit - other,yes,heart attack,,,,260 patients,al_ami-2
279,,,,,,dothan,al,36302.0,houston,,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,
280,,st vincents hospital,810 st vincents drive,,,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,,yes,heart attack,ami-3,,85%,,al_ami-3
281,,,810 st vincents drive,,,birmingham,,35205.0,,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,,heart attack patients given smoking cessation advice/counseling,100%,63 patients,al_ami-4
282,,st vincents hospital,810 st vincents drive,,,birmingham,,,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,,al_ami-5
283,10085.0,decatur general hospital,1201 7th street se,,,decatur,,35609.0,,2563412000.0,acute care hospitals,,,surgical infection prevention,scip-vte-2,,87%,205 patients,
284,10086.0,,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,,ami-1,,,,al_ami-1
285,10086.0,northwest medical center,1530 u s highway 43,,,winfield,,,marion,2054877736.0,acute care hospitals,proprietary,yes,heart attack,ami-2,,100%,,al_ami-2
286,10086.0,,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
287,10086.0,,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,,proprietary,,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,1 patients,al_ami-4
288,10086.0,northwest medical center,,,,winfield,al,,,2054877736.0,,,yes,,ami-5,heart attack patients given beta blocker at discharge,100%,8 patients,al_ami-5
289,10086.0,northwest medical center,1530 u s highway 43,,,winfield,,,,,acute care hospitals,proprietary,,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,1 patients,al_ami-7a
290,,southeast alabama medical center,1108 ross clark circle,,,dothan,,,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,79 patients,al_scip-card-2
291,10086.0,northwest medical center,1530 u s highway 43,,,winfield,,35594.0,,2054877736.0,acute care hospitals,proprietary,yes,heart attack,ami-8a,,,,al_ami-8a
292,10086.0,northwest medical center,,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,,,heart failure,hf-1,,90%,,
293,10086.0,northwest medical center,1530 u s highway 43,,,winfield,,35594.0,marion,,acute care hospitals,proprietary,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,,al_hf-2
294,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,,,2054877736.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,13 patients,
295,10086.0,,1530 u s highway 43,,,winfield,,,marion,,,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,,
296,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,,,2054877736.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,,91%,66 patients,
297,,northwest medical center,1530 u s highway 43,,,,,,marion,2054877736.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,98%,59 patients,al_pn-3b
298,10086.0,northwest medical center,,,,,al,35594.0,marion,2054877736.0,,,yes,,pn-4,pneumonia patients given smoking cessation advice/counseling,,,al_pn-4
299,10086.0,,1530 u s highway 43,,,,al,35594.0,,2054877736.0,acute care hospitals,,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,,al_pn-5c
300,10086.0,northwest medical center,,,,winfield,,35594.0,,2054877736.0,acute care hospitals,,yes,,,pneumonia patients given the most appropriate initial antibiotic(s),100%,62 patients,al_pn-6
301,10001.0,southeast alabama medical center,1108 ross clark circle,,,,,36302.0,,,,government - hospital district or authority,,,,,,399 patients,
302,,northwest medical center,1530 u s highway 43,,,winfield,,35594.0,marion,,,proprietary,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,,45 patients,al_pn-7
303,,,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,19 patients,
304,,,1530 u s highway 43,,,,,,,2054877736.0,acute care hospitals,,,surgical infection prevention,,,98%,,
305,10086.0,,1530 u s highway 43,,,,al,,marion,,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,103 patients,
306,10086.0,,1530 u s highway 43,,,winfield,al,,,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,,94%,98 patients,al_scip-inf-3
307,10086.0,northwest medical center,,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
308,10086.0,northwest medical center,,,,winfield,,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,146 patients,al_scip-inf-6
309,10086.0,,,,,winfield,al,35594.0,marion,2054877736.0,,,yes,surgical infection prevention,,,95%,58 patients,al_scip-vte-1
310,10086.0,northwest medical center,,,,winfield,,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,,95%,,
311,,univ of south alabama medical center,,,,mobile,al,36617.0,mobile,2514717110.0,,government - state,yes,,,,99%,86 patients,al_ami-1
312,10001.0,,1108 ross clark circle,,,,al,36302.0,,3347938701.0,acute care hospitals,,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,405 patients,
313,,univ of south alabama medical center,2451 fillingim street,,,mobile,,,,2514717110.0,acute care hospitals,,yes,heart attack,ami-2,,97%,91 patients,
314,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,,36617.0,mobile,2514717110.0,acute care hospitals,government - state,,,ami-3,,100%,,al_ami-3
315,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,,,mobile,,,government - state,,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,58 patients,al_ami-4
316,,univ of south alabama medical center,,,,,al,36617.0,,2514717110.0,,government - state,,,ami-5,heart attack patients given beta blocker at discharge,96%,,al_ami-5
317,,univ of south alabama medical center,2451 fillingim street,,,,al,36617.0,,,acute care hospitals,government - state,,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
318,10087.0,univ of south alabama medical center,,,,,al,,mobile,,acute care hospitals,government - state,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,50%,16 patients,
319,10087.0,,,,,mobile,al,36617.0,,,acute care hospitals,government - state,yes,heart failure,,heart failure patients given discharge instructions,83%,146 patients,al_hf-1
320,,,,,,mobile,al,36617.0,mobile,2514717110.0,acute care hospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,,
321,,,,,,,al,36617.0,,2514717110.0,acute care hospitals,government - state,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,,al_hf-3
322,10087.0,univ of south alabama medical center,2451 fillingim street,,,,al,36617.0,,,acute care hospitals,government - state,yes,,,heart failure patients given smoking cessation advice/counseling,,45 patients,
323,,southeast alabama medical center,1108 ross clark circle,,,,al,,houston,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,,88%,385 patients,al_scip-inf-3
324,,univ of south alabama medical center,2451 fillingim street,,,,al,,mobile,2514717110.0,acute care hospitals,government - state,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,71%,7 patients,al_pn-2
325,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,,36617.0,,,,government - state,yes,pneumonia,pn-3b,,89%,,al_pn-3b
326,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,autauga,,acute care hospitals,voluntary non-profit - private,yes,,ami-2,heart attack patients given aspirin at discharge,,4 patients,
327,10108.0,,124 s memorial dr,,,prattville,,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,,,,,67%,3 patients,
328,10108.0,,,,,prattville,,,autauga,,acute care hospitals,voluntary non-profit - private,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,,,
329,,prattville baptist hospital,124 s memorial dr,,,,al,,autauga,,acute care hospitals,,yes,heart attack,ami-5,,100%,,al_ami-5
330,,prattville baptist hospital,124 s memorial dr,,,,al,36067.0,,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
331,10108.0,prattville baptist hospital,,,,prattville,al,36067.0,,3343614267.0,acute care hospitals,,,heart attack,,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
332,10108.0,prattville baptist hospital,,,,prattville,al,,autauga,,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,96%,75 patients,al_hf-1
333,,prattville baptist hospital,124 s memorial dr,,,,,,autauga,3343614267.0,,voluntary non-profit - private,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,93 patients,al_hf-2
334,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,,,,yes,,scip-inf-4,,,,al_scip-inf-4
335,,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302.0,,3347938701.0,acute care hospitals,government - hospital district or authority,,,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,136 patients,al_scip-inf-4
336,10108.0,prattville baptist hospital,124 s memorial dr,,,,al,36067.0,autauga,,acute care hospitals,voluntary non-profit - private,,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,
337,,,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,acute care hospitals,,,heart failure,hf-4,,,27 patients,
338,10108.0,prattville baptist hospital,124 s memorial dr,,,,,,,,,voluntary non-profit - private,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,94%,116 patients,
339,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,,36067.0,autauga,3343614267.0,,,yes,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,138 patients,al_pn-3b
340,10108.0,prattville baptist hospital,124 s memorial dr,,,,al,36067.0,,,acute care hospitals,,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,,al_pn-4
341,10108.0,prattville baptist hospital,124 s memorial dr,,,,,36067.0,autauga,,,voluntary non-profit - private,,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,131 patients,al_pn-5c
342,,prattville baptist hospital,124 s memorial dr,,,prattville,,36067.0,autauga,3343614267.0,acute care hospitals,,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,93 patients,
343,10108.0,,,,,,,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,,,,,99%,89 patients,
344,,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,
345,10108.0,prattville baptist hospital,124 s memorial dr,,,,,36067.0,,,acute care hospitals,,yes,,scip-inf-1,,90%,10 patients,al_scip-inf-1
346,10001.0,southeast alabama medical center,1108 ross clark circle,,,,al,,houston,,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-6,,90%,537 patients,al_scip-inf-6
347,,prattville baptist hospital,124 s memorial dr,,,prattville,,36067.0,autauga,3343614267.0,acute care hospitals,,,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
348,,prattville baptist hospital,124 s memorial dr,,,prattville,,,autauga,3343614267.0,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,10 patients,al_scip-inf-3
349,,,15155 highway 43,,,russellville,,35653.0,franklin,,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,
350,10158.0,russellville hospital,,,,russellville,al,35653.0,franklin,,acute care hospitals,,yes,surgical infection prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,98%,,
351,10164.0,coosa valley medical center,315 w hickory st,,,,al,35150.0,talladega,2562495000.0,acute care hospitals,,,,,heart attack patients given aspirin at arrival,90%,,al_ami-1
352,10164.0,coosa valley medical center,315 w hickory st,,,,,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,no,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,,al_ami-2
353,10164.0,,,,,sylacauga,al,35150.0,talladega,2562495000.0,,voluntary non-profit - other,no,heart attack,ami-3,,100%,1 patients,al_ami-3
354,10164.0,coosa valley medical center,,,,,al,,,2562495000.0,,voluntary non-profit - other,no,,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
355,10164.0,,315 w hickory st,,,sylacauga,al,,talladega,2562495000.0,acute care hospitals,,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,,4 patients,
356,10164.0,,,,,sylacauga,al,35150.0,talladega,,acute care hospitals,voluntary non-profit - other,no,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
357,10001.0,,1108 ross clark circle,,,dothan,,,,,,government - hospital district or authority,,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,
358,10164.0,,,,,sylacauga,al,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
359,10164.0,,315 w hickory st,,,sylacauga,,35150.0,talladega,,acute care hospitals,voluntary non-profit - other,no,heart failure,,heart failure patients given discharge instructions,77%,78 patients,al_hf-1
360,10164.0,,315 w hickory st,,,sylacauga,al,35150.0,talladega,,,voluntary non-profit - other,no,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,105 patients,al_hf-2
361,,coosa valley medical center,315 w hickory st,,,sylacauga,,35150.0,,2562495000.0,acute care hospitals,,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,,al_hf-3
362,,,315 w hickory st,,,sylacauga,,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,no,heart failure,,,100%,12 patients,al_hf-4
363,,coosa valley medical center,315 w hickory st,,,sylacauga,al,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,no,,pn-2,,93%,69 patients,
364,,,315 w hickory st,,,,al,,,2562495000.0,,voluntary non-profit - other,no,pneumonia,,,,95 patients,
365,10164.0,,315 w hickory st,,,sylacauga,al,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,,pneumonia,,pneumonia patients given smoking cessation advice/counseling,100%,,al_pn-4
366,10164.0,coosa valley medical center,315 w hickory st,,,,al,35150.0,talladega,2562495000.0,acute care hospitals,,,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,101 patients,al_pn-5c
367,10164.0,,315 w hickory st,,,sylacauga,al,35150.0,talladega,,acute care hospitals,,no,pneumonia,,,96%,57 patients,al_pn-6
368,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,al,,houston,3347938701.0,,government - hospital district or authority,yes,surgical infection prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,,al_scip-vte-2
369,10164.0,coosa valley medical center,315 w hickory st,,,,,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,no,pneumonia,,pneumonia patients assessed and given influenza vaccination,88%,51 patients,al_pn-7
370,10164.0,coosa valley medical center,315 w hickory st,,,,,35150.0,talladega,2562495000.0,acute care hospitals,voluntary non-profit - other,,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,al_scip-card-2
371,20017.0,alaska regional hospital,2801 debarr road,,,anchorage,ak,99508.0,anchorage,9072761131.0,,proprietary,yes,,hf-1,,91%,57 patients,ak_hf-1
372,,alaska regional hospital,2801 debarr road,,,anchorage,ak,99508.0,,9072761131.0,acute care hospitals,proprietary,yes,,hf-2,,,61 patients,ak_hf-2
373,20017.0,alaska regional hospital,2801 debarr road,,,anchorage,ak,99508.0,anchorage,9072761131.0,acute care hospitals,proprietary,yes,heart failure,,,100%,33 patients,
374,,,2801 debarr road,,,anchorage,,99508.0,anchorage,,,proprietary,yes,heart failure,,heart failure patients given smoking cessation advice/counseling,,,ak_hf-4
375,,alaska regional hospital,2801 debarr road,,,anchorage,ak,99508.0,,9072761131.0,acute care hospitals,proprietary,,pneumonia,,,97%,37 patients,
376,,alaska regional hospital,2801 debarr road,,,anchorage,,99508.0,anchorage,9072761131.0,acute care hospitals,proprietary,yes,pneumonia,,,100%,,ak_pn-3b
377,,alaska regional hospital,,,,,,,anchorage,,acute care hospitals,,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,,26 patients,ak_pn-4
378,20017.0,,,,,anchorage,ak,,,9072761131.0,,,yes,pneumonia,pn-5c,,97%,39 patients,ak_pn-5c
379,10005.0,marshall medical center south,,,,,al,35957.0,marshall,,acute care hospitals,,,heart attack,ami-1,heart attack patients given aspirin at arrival,,,
380,,alaska regional hospital,2801 debarr road,,,anchorage,,99508.0,,9072761131.0,acute care hospitals,,,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,22 patients,ak_pn-6
381,,,,,,anchorage,,99508.0,anchorage,9072761131.0,acute care hospitals,,yes,,,pneumonia patients assessed and given influenza vaccination,90%,29 patients,ak_pn-7
382,20017.0,,2801 debarr road,,,,ak,99508.0,,,acute care hospitals,,yes,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,87%,,
