,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
213,10016.0,shelby baptist medical center,1000 first street north,,,,al,35007.0,shelby,2056208100.0,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,93%,,
214,,shelby baptist medical center,1000 first street north,,,alabaster,al,35007.0,,2056208100.0,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,588 patients,al_scip-inf-6
215,10016.0,,,,,alabaster,,35007.0,shelby,2056208100.0,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,,97%,226 patients,
216,10016.0,shelby baptist medical center,1000 first street north,,,alabaster,al,35007.0,,2056208100.0,acute care hospitals,voluntary non-profit - church,,,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,225 patients,al_scip-vte-2
217,,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,,,al_ami-1
218,10018.0,callahan eye foundation hospital,,,,birmingham,al,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,,,al_ami-2
219,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
220,10018.0,callahan eye foundation hospital,,,,birmingham,al,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,,,
221,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,,acute care hospitals,voluntary non-profit - private,,heart attack,ami-5,heart attack patients given beta blocker at discharge,,,al_ami-5
222,10018.0,callahan eye foundation hospital,1720 university blvd,,,,al,,jefferson,2053258100.0,acute care hospitals,,yes,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,
223,10018.0,callahan eye foundation hospital,,,,birmingham,al,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
224,,,1108 ross clark circle,,,dothan,al,,houston,,acute care hospitals,government - hospital district or authority,yes,,,pneumonia patients assessed and given pneumococcal vaccination,,191 patients,al_pn-2
225,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,
226,10018.0,callahan eye foundation hospital,,,,birmingham,al,,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,,,heart failure patients given discharge instructions,,,al_hf-1
227,10018.0,,1720 university blvd,,,,al,35233.0,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,,al_hf-2
228,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,,2053258100.0,acute care hospitals,,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,
229,,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,,,,
230,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,,pn-2,,,,al_pn-2
231,10018.0,,,,,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,,al_pn-3b
232,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,,,,
233,,callahan eye foundation hospital,1720 university blvd,,,,al,,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,,al_pn-5c
234,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,,,2053258100.0,,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,,al_pn-6
235,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302.0,,3347938701.0,acute care hospitals,,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,
236,10018.0,,1720 university blvd,,,,al,35233.0,jefferson,,acute care hospitals,,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,,,al_pn-7
237,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,children s asthma care,cac-2,,100%,9 patients,al_cac-2
238,10038.0,,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,33%,9 patients,al_cac-3
239,10038.0,stringfellow memorial hospital,301 east 18th st,,,,al,36201.0,calhoun,2562358900.0,,,,heart attack,ami-1,heart attack patients given aspirin at arrival,,81 patients,al_ami-1
240,,,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,,proprietary,yes,heart attack,,heart attack patients given aspirin at discharge,96%,73 patients,al_ami-2
241,10038.0,,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,,yes,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,,al_ami-3
242,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,,36201.0,calhoun,2562358900.0,,proprietary,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,,al_ami-4
243,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,,calhoun,2562358900.0,acute care hospitals,,yes,,ami-5,heart attack patients given beta blocker at discharge,93%,,
244,10038.0,,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,proprietary,,,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,
245,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,87%,15 patients,al_ami-8a
246,,southeast alabama medical center,,,,dothan,al,,houston,3347938701.0,,government - hospital district or authority,yes,pneumonia,,pneumonia patients given smoking cessation advice/counseling,,107 patients,al_pn-4
247,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,,proprietary,yes,heart failure,hf-1,,,142 patients,
248,10038.0,stringfellow memorial hospital,301 east 18th st,,,,,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,157 patients,al_hf-2
249,10038.0,stringfellow memorial hospital,,,,anniston,al,,calhoun,2562358900.0,,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,49 patients,al_hf-3
250,10038.0,,301 east 18th st,,,anniston,al,36201.0,calhoun,,acute care hospitals,proprietary,yes,heart failure,hf-4,,100%,41 patients,al_hf-4
251,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,,,acute care hospitals,,yes,,,pneumonia patients assessed and given pneumococcal vaccination,,,al_pn-2
252,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,,100%,102 patients,al_pn-3b
253,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,,,2562358900.0,,proprietary,yes,pneumonia,pn-4,,,83 patients,al_pn-4
254,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,,calhoun,2562358900.0,,,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,,al_pn-5c
255,,stringfellow memorial hospital,301 east 18th st,,,,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,99 patients,al_pn-6
256,10038.0,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,87 patients,al_pn-7
257,10001.0,,1108 ross clark circle,,,dothan,al,36302.0,,3347938701.0,acute care hospitals,government - hospital district or authority,,,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,,
258,,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201.0,,2562358900.0,acute care hospitals,,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scip-card-2
259,10055.0,flowers hospital,,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,342 patients,
260,10055.0,flowers hospital,4370 west main street,,,,al,36305.0,,,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,94 patients,al_hf-3
261,,flowers hospital,4370 west main street,,,,al,36305.0,houston,,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,62 patients,al_hf-4
262,10055.0,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,,acute care hospitals,proprietary,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,166 patients,al_pn-2
263,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,,al_pn-3b
264,10055.0,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,77 patients,al_pn-4
265,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,,yes,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,146 patients,al_pn-5c
266,10055.0,flowers hospital,,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,112 patients,al_pn-6
267,10055.0,flowers hospital,4370 west main street,,,,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,,128 patients,al_pn-7
268,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302.0,houston,,acute care hospitals,,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
269,,flowers hospital,4370 west main street,,,,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,147 patients,al_scip-card-2
270,10055.0,,4370 west main street,,,dothan,al,36305.0,,,acute care hospitals,proprietary,yes,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,950 patients,
271,10055.0,,4370 west main street,,,,,36305.0,houston,,,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,957 patients,
272,10055.0,flowers hospital,4370 west main street,,,dothan,,36305.0,houston,3347935000.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-3,,99%,882 patients,al_scip-inf-3
273,,,4370 west main street,,,dothan,,36305.0,houston,3347935000.0,acute care hospitals,proprietary,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,,
274,,flowers hospital,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,,al_scip-inf-6
275,10055.0,,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,,yes,surgical infection prevention,scip-vte-1,,100%,,
276,10055.0,,4370 west main street,,,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,,,497 patients,
277,10056.0,st vincents hospital,810 st vincents drive,,,birmingham,al,35205.0,jefferson,,,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,,
278,10056.0,,810 st vincents drive,,,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,,260 patients,
279,10001.0,,,,,dothan,,36302.0,houston,,,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,al_pn-7
280,,st vincents hospital,810 st vincents drive,,,birmingham,,35205.0,jefferson,2059397000.0,acute care hospitals,,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,,al_ami-3
281,10056.0,,810 st vincents drive,,,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,,,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,63 patients,al_ami-4
282,10056.0,st vincents hospital,810 st vincents drive,,,birmingham,,35205.0,jefferson,,acute care hospitals,voluntary non-profit - other,,,ami-5,heart attack patients given beta blocker at discharge,,242 patients,
283,10085.0,decatur general hospital,1201 7th street se,,,decatur,al,35609.0,morgan,2563412000.0,acute care hospitals,,,,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,205 patients,al_scip-vte-2
284,10086.0,,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,,yes,heart attack,ami-1,,100%,,
285,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,marion,,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,7 patients,al_ami-2
286,10086.0,northwest medical center,1530 u s highway 43,,,,,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,,al_ami-3
287,10086.0,,,,,,al,35594.0,marion,,,,yes,heart attack,ami-4,,100%,1 patients,al_ami-4
288,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,,proprietary,,,ami-5,heart attack patients given beta blocker at discharge,100%,8 patients,al_ami-5
289,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,,marion,2054877736.0,acute care hospitals,,yes,,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,al_ami-7a
290,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,houston,3347938701.0,,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
291,10086.0,,1530 u s highway 43,,,winfield,,,marion,2054877736.0,,,,heart attack,,heart attack patients given pci within 90 minutes of arrival,,0 patients,
292,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,marion,,acute care hospitals,proprietary,,,hf-1,heart failure patients given discharge instructions,90%,48 patients,al_hf-1
293,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,59 patients,al_hf-2
294,10086.0,northwest medical center,,,,,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,,,hf-3,,85%,,al_hf-3
295,10086.0,,1530 u s highway 43,,,,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,14 patients,al_hf-4
296,10086.0,,1530 u s highway 43,,,,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,91%,66 patients,
297,10086.0,,1530 u s highway 43,,,,al,,marion,2054877736.0,acute care hospitals,proprietary,,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,,al_pn-3b
298,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,98%,,al_pn-4
299,,,,,,winfield,al,35594.0,marion,,,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,85 patients,
300,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,,marion,2054877736.0,,,,,pn-6,,100%,,al_pn-6
301,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302.0,houston,3347938701.0,,government - hospital district or authority,yes,,scip-inf-1,,94%,399 patients,al_scip-inf-1
302,10086.0,northwest medical center,,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,,45 patients,
303,10086.0,northwest medical center,1530 u s highway 43,,,,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,19 patients,
304,10086.0,northwest medical center,1530 u s highway 43,,,,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,,al_scip-inf-1
305,,northwest medical center,,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,103 patients,al_scip-inf-2
306,,northwest medical center,,,,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,98 patients,al_scip-inf-3
307,,northwest medical center,1530 u s highway 43,,,winfield,al,,marion,2054877736.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
308,10086.0,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,,2054877736.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,146 patients,
309,,northwest medical center,1530 u s highway 43,,,winfield,al,35594.0,,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,,,,58 patients,
310,10086.0,northwest medical center,1530 u s highway 43,,,winfield,,35594.0,marion,,acute care hospitals,,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,95%,,al_scip-vte-2
311,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,,mobile,2514717110.0,acute care hospitals,government - state,yes,,ami-1,heart attack patients given aspirin at arrival,99%,,al_ami-1
312,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,405 patients,
313,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,mobile,2514717110.0,acute care hospitals,government - state,yes,heart attack,ami-2,,,91 patients,al_ami-2
314,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,,2514717110.0,acute care hospitals,government - state,yes,,ami-3,,100%,22 patients,al_ami-3
315,,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,mobile,2514717110.0,acute care hospitals,government - state,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,58 patients,
316,10087.0,univ of south alabama medical center,,,,mobile,,36617.0,mobile,2514717110.0,acute care hospitals,,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,,96 patients,al_ami-5
317,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,,2514717110.0,acute care hospitals,,yes,,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
318,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,,,mobile,,,government - state,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,16 patients,al_ami-8a
319,,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,,2514717110.0,acute care hospitals,government - state,yes,heart failure,hf-1,heart failure patients given discharge instructions,83%,,al_hf-1
320,,univ of south alabama medical center,2451 fillingim street,,,,al,36617.0,mobile,2514717110.0,acute care hospitals,government - state,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,,al_hf-2
321,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,mobile,2514717110.0,,government - state,yes,heart failure,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,84 patients,al_hf-3
322,10087.0,univ of south alabama medical center,2451 fillingim street,,,,al,36617.0,mobile,2514717110.0,acute care hospitals,government - state,yes,,,heart failure patients given smoking cessation advice/counseling,,45 patients,al_hf-4
323,10001.0,southeast alabama medical center,1108 ross clark circle,,,,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,al_scip-inf-3
324,10087.0,univ of south alabama medical center,2451 fillingim street,,,mobile,al,36617.0,mobile,2514717110.0,,government - state,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,71%,7 patients,al_pn-2
325,10087.0,univ of south alabama medical center,,,,,al,36617.0,mobile,2514717110.0,acute care hospitals,government - state,yes,pneumonia,pn-3b,,89%,35 patients,al_pn-3b
326,10108.0,prattville baptist hospital,124 s memorial dr,,,,al,,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,4 patients,al_ami-2
327,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,,voluntary non-profit - private,,heart attack,ami-3,,,3 patients,al_ami-3
328,,prattville baptist hospital,,,,,al,36067.0,autauga,,acute care hospitals,,yes,heart attack,,,,0 patients,al_ami-4
329,,prattville baptist hospital,124 s memorial dr,,,,al,36067.0,autauga,,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,,100%,5 patients,al_ami-5
330,10108.0,,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_ami-7a
331,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
332,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,,,autauga,,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,96%,75 patients,
333,10108.0,prattville baptist hospital,124 s memorial dr,,,,,,,,acute care hospitals,voluntary non-profit - private,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,93 patients,al_hf-2
334,10018.0,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233.0,,2053258100.0,,voluntary non-profit - private,yes,,,,,,al_scip-inf-4
335,10001.0,southeast alabama medical center,,,,dothan,al,,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,al_scip-inf-4
336,10108.0,,124 s memorial dr,,,,,36067.0,autauga,3343614267.0,,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,18 patients,al_hf-3
337,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,,36067.0,,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,96%,27 patients,al_hf-4
338,10108.0,,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,acute care hospitals,,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,94%,116 patients,al_pn-2
339,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,,voluntary non-profit - private,,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,138 patients,
340,,prattville baptist hospital,124 s memorial dr,,,,al,,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,,,,pneumonia patients given smoking cessation advice/counseling,100%,67 patients,al_pn-4
341,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,,,autauga,3343614267.0,,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,131 patients,al_pn-5c
342,,,,,,prattville,,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,,pneumonia patients given the most appropriate initial antibiotic(s),,,al_pn-6
343,10108.0,prattville baptist hospital,,,,prattville,al,36067.0,autauga,,acute care hospitals,voluntary non-profit - private,yes,,,pneumonia patients assessed and given influenza vaccination,,89 patients,al_pn-7
344,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,al_scip-card-2
345,10108.0,,124 s memorial dr,,,,al,,,,acute care hospitals,,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,10 patients,al_scip-inf-1
346,10001.0,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,,yes,surgical infection prevention,,,90%,537 patients,
347,10108.0,prattville baptist hospital,124 s memorial dr,,,prattville,al,36067.0,,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,10 patients,al_scip-inf-2
348,10108.0,prattville baptist hospital,,,,prattville,,36067.0,autauga,3343614267.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,,100%,10 patients,al_scip-inf-3
349,,russellville hospital,15155 highway 43,,,russellville,al,35653.0,,2563321611.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,125 patients,al_scip-vte-1
